2057,00:14:26,0,F,PRE-LAUNCH,2.436219,22.000000,101.296753,0.000000,-2.114504,1.770992,-0.694656,0.000000,0.020508,1.005127,0.632688,-0.062750,-1.118750,0.000000,21:02:41,0.000000,0.000000,0.000000,0,N/A
2057,00:14:27,0,F,PRE-LAUNCH,2.621181,22.000000,101.294502,0.000000,-2.053435,2.206107,-0.687023,0.005615,0.021240,1.005859,0.635813,-0.065812,-1.117937,0.000000,21:02:42,0.000000,0.000000,0.000000,0,N/A
2057,00:14:29,0,F,PRE-LAUNCH,2.475854,22.000000,101.296249,0.000000,-2.114504,1.961832,-0.687023,0.002686,0.018066,1.006104,0.631813,-0.063750,-1.123062,0.000000,21:02:43,0.000000,0.000000,0.000000,0,N/A
2057,00:14:30,0,F,PRE-LAUNCH,2.269753,22.000000,101.298752,0.000000,-2.000000,1.961832,-0.610687,0.009277,0.016357,0.997559,0.631562,-0.063188,-1.120687,0.000000,21:02:43,0.000000,0.000000,0.000000,0,N/A
2057,00:14:32,0,F,PRE-LAUNCH,2.518131,22.000000,101.295753,0.000000,-2.068702,2.091603,-0.740458,0.013428,0.020508,1.001953,0.632750,-0.063062,-1.119437,0.000000,21:02:44,0.000000,0.000000,0.000000,0,N/A
2057,00:14:33,0,F,PRE-LAUNCH,2.726874,22.000000,101.293251,0.000000,-2.267176,2.015267,-0.625954,0.008057,0.021484,1.007568,0.631250,-0.064562,-1.119125,0.000000,21:02:45,0.000000,0.000000,0.000000,0,N/A
2057,00:14:34,0,F,PRE-LAUNCH,2.518131,22.000000,101.295753,0.000000,-1.992366,1.984733,-0.671756,0.009766,0.020020,1.013916,0.633062,-0.064125,-1.121187,0.000000,21:02:45,0.000000,0.000000,0.000000,0,N/A
2057,00:14:35,0,F,PRE-LAUNCH,2.539269,22.000000,101.295502,0.000000,-1.908397,1.992366,-0.709924,0.008789,0.018555,0.996338,0.629687,-0.065937,-1.115625,0.000000,21:02:46,0.000000,0.000000,0.000000,0,N/A
2057,00:14:36,0,F,PRE-LAUNCH,2.518131,22.000000,101.295753,0.000000,-2.152672,2.137405,-0.862595,0.002930,0.021729,1.001709,0.630500,-0.063313,-1.121125,0.000000,21:02:46,0.000000,0.000000,0.000000,0,N/A
2057,00:14:37,0,F,PRE-LAUNCH,2.436219,22.000000,101.296753,0.000000,-2.045802,2.236641,-0.793893,0.014648,0.024902,1.005127,0.631000,-0.065438,-1.123750,0.000000,21:02:47,0.000000,0.000000,0.000000,0,N/A
2057,00:14:38,0,F,PRE-LAUNCH,2.475854,22.000000,101.296249,0.000000,-2.091603,1.954198,-0.801527,0.003906,0.018066,1.000244,0.632438,-0.065438,-1.123438,0.000000,21:02:47,0.000000,0.000000,0.000000,0,N/A
2057,00:14:39,0,F,PRE-LAUNCH,2.539269,22.000000,101.295502,0.000000,-2.183206,1.854962,-0.618321,0.009277,0.016602,1.009766,0.631875,-0.064562,-1.120188,0.000000,21:02:48,0.000000,0.000000,0.000000,0,N/A
2057,00:14:40,0,F,PRE-LAUNCH,2.560408,22.000000,101.295250,0.000000,-2.137405,2.099237,-0.671756,0.006104,0.018311,1.014160,0.632937,-0.065625,-1.121500,0.000000,21:02:48,0.000000,0.000000,0.000000,0,N/A
2057,00:14:41,0,F,PRE-LAUNCH,2.518131,22.000000,101.295753,0.000000,-2.206107,1.984733,-0.580153,0.009766,0.016357,1.006348,0.633187,-0.064875,-1.119688,0.000000,21:02:49,0.000000,0.000000,0.000000,0,N/A
2057,00:14:42,0,F,PRE-LAUNCH,2.539269,22.000000,101.295502,0.000000,-2.282443,2.083969,-0.687023,0.008057,0.018555,1.008301,0.635312,-0.064125,-1.119375,0.000000,21:02:49,0.000000,0.000000,0.000000,0,N/A
2057,00:14:43,0,F,PRE-LAUNCH,2.454715,22.000000,101.296501,0.000000,-2.145038,1.977099,-0.641221,0.012207,0.018311,1.008301,0.630063,-0.063000,-1.122750,0.000000,21:02:50,0.000000,0.000000,0.000000,0,N/A
2057,00:14:44,0,F,PRE-LAUNCH,2.560408,22.000000,101.295250,0.000000,-2.091603,2.015267,-0.801527,0.009277,0.015381,1.004639,0.629750,-0.063875,-1.123062,0.000000,21:02:50,0.000000,0.000000,0.000000,0,N/A
2057,00:14:45,0,F,PRE-LAUNCH,2.769151,22.000000,101.292747,0.000000,-1.992366,2.061069,-0.549618,0.003662,0.020508,1.003174,0.634313,-0.063250,-1.122437,0.000000,21:02:51,0.000000,0.000000,0.000000,0,N/A
2057,00:14:46,0,F,PRE-LAUNCH,2.684597,22.000000,101.293747,0.000000,-2.160305,2.045802,-0.656489,0.013184,0.019531,1.011719,0.632438,-0.066063,-1.117750,0.000000,21:02:51,0.000000,0.000000,0.000000,0,N/A
2057,00:14:47,0,F,PRE-LAUNCH,2.642320,22.000000,101.294250,0.000000,-2.145038,1.938931,-0.839695,0.007324,0.016846,1.009033,0.631250,-0.066875,-1.121375,0.000000,21:02:52,0.000000,0.000000,0.000000,0,N/A
2057,00:14:48,0,F,PRE-LAUNCH,2.330526,22.000000,101.297997,0.000000,-2.015267,2.129771,-0.854962,0.008057,0.019775,0.994629,0.632438,-0.066750,-1.122875,0.000000,21:02:52,0.000000,0.000000,0.000000,0,N/A
2057,00:14:49,0,F,PRE-LAUNCH,2.748013,22.000000,101.292999,0.000000,-2.061069,1.961832,-0.893130,0.004639,0.017578,1.002930,0.631562,-0.062563,-1.120687,0.000000,21:02:53,0.000000,0.000000,0.000000,0,N/A
