TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,HEADING,MAX_ALTITUDE,PAYLOAD_RELEASED
3141,00:00:11,11,F,,50.0,23.1,100.7,3.7,1.0,-1.7,-2.4,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:46:59,0.0,0.0,0.0,0,MECPAYLOADON,95,0.0,TRUE
3141,00:00:12,12,F,,49.9,23.1,100.7,3.7,1.1,-2.3,-2.5,1.0,-0.0,0.0,0.1,-0.0,0.4,0.0,00:47:00,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
3141,00:00:13,13,F,,50.2,23.1,100.7,3.7,0.7,-2.3,-1.7,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:47:01,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
3141,00:00:14,14,F,,50.4,23.1,100.7,4.0,0.9,-2.4,-1.6,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:47:02,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:15,15,F,,49.5,23.1,100.7,4.0,0.9,-2.1,-1.9,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:47:03,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:16,16,F,,49.5,23.1,100.7,4.0,1.1,-1.9,-0.7,1.2,-0.1,-0.0,0.1,-0.0,0.4,0.0,00:47:04,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:17,17,F,,49.4,23.1,100.7,4.0,0.8,-2.2,-1.9,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:05,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:19,18,F,,49.2,23.1,100.7,4.0,0.1,-0.9,-0.5,1.0,-0.0,0.1,0.1,-0.1,0.4,36.0,00:47:07,0.0,0.0,0.0,0,MECPAYLOADOFF,97,0.0,FALSE
3141,00:00:20,19,F,,49.5,23.1,100.7,4.0,0.8,-2.3,-1.5,1.0,-0.0,0.1,0.1,-0.0,0.4,90.0,00:47:08,0.0,0.0,0.0,0,MECPAYLOADOFF,97,0.0,FALSE
3141,00:00:21,20,F,,49.5,23.1,100.7,4.0,0.8,-2.3,-1.6,1.0,-0.0,0.1,0.1,-0.0,0.4,36.0,00:47:09,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
3141,00:00:23,21,F,,49.5,23.1,100.7,4.0,0.5,-2.1,-0.8,1.0,0.1,0.1,0.1,-0.0,0.4,0.0,00:47:11,0.0,0.0,0.0,0,MECPAYLOADON,97,0.0,TRUE
3141,00:00:24,22,F,,49.4,23.1,100.7,4.0,1.3,0.9,-2.5,1.0,0.0,0.2,0.1,-0.0,0.4,0.0,00:47:12,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
3141,00:00:25,23,F,,49.6,23.1,100.7,4.0,1.0,-2.3,-1.5,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:13,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
3141,00:00:26,24,F,,49.7,23.1,100.7,4.0,0.8,-2.3,-1.9,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:14,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:27,25,F,,49.7,23.1,100.7,4.0,0.8,-2.1,-2.1,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:15,0.0,0.0,0.0,0,MECPAYLOADOFF,95,0.0,FALSE
3141,00:00:28,26,F,,49.7,23.1,100.7,4.0,0.8,-2.5,-1.5,1.0,0.0,0.1,0.1,-0.0,0.4,0.0,00:47:16,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:29,27,F,,49.6,23.1,100.7,4.0,0.8,-1.8,-1.4,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:17,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:30,28,F,,49.8,23.1,100.7,4.0,0.7,-2.1,-2.1,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:47:18,0.0,0.0,0.0,0,MECPAYLOADOFF,96,0.0,FALSE
3141,00:00:31,29,F,,49.7,23.1,100.7,4.0,0.6,-2.2,-3.1,1.0,0.0,0.1,0.1,-0.0,0.4,0.0,00:47:19,0.0,0.0,0.0,0,MECPAYLOADOFF,95,0.0,FALSE
3141,00:00:32,30,F,,49.6,23.2,100.7,4.0,0.8,-2.4,-2.7,1.0,0.0,0.1,0.1,-0.0,0.4,0.0,00:47:20,0.0,0.0,0.0,0,MECPAYLOADOFF,95,0.0,FALSE
3141,00:00:01,31,F,,49.7,23.2,100.7,4.0,0.9,3.8,-2.1,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:00:00,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:00:02,32,F,,49.7,23.2,100.7,4.0,0.9,-2.3,-1.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:00:00,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:00:03,33,F,,49.6,23.2,100.7,4.0,1.0,-2.0,-1.7,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:47:36,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:00:04,34,F,,49.6,23.2,100.7,4.0,0.7,-2.0,-2.2,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:47:38,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:05,35,F,,49.5,23.2,100.7,4.0,0.7,-2.6,-2.0,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:47:40,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:06,36,F,,49.6,23.2,100.7,4.0,0.2,0.6,-0.6,1.1,-0.3,0.3,0.1,-0.1,0.4,0.0,00:47:41,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:07,37,F,,49.8,23.2,100.7,4.0,1.9,-4.0,-2.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:47:42,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:08,38,F,,49.4,23.2,100.7,4.0,1.2,-1.5,-2.3,1.0,-0.0,0.1,0.1,-0.1,0.4,0.0,00:47:43,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:12,39,F,,49.6,23.2,100.7,4.0,0.9,-2.7,-1.4,1.0,-0.0,0.0,0.1,-0.0,0.4,0.0,00:47:47,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:13,40,F,,49.5,23.2,100.7,4.0,1.0,-2.1,-1.4,1.0,-0.1,0.1,0.1,-0.1,0.4,72.0,00:47:48,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:15,41,F,,49.3,23.2,100.7,4.0,-1.2,6.7,-1.8,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:47:50,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:16,42,F,,49.4,23.2,100.7,4.0,1.8,5.5,1.6,1.1,-0.1,0.1,0.1,-0.1,0.4,0.0,00:47:51,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:17,43,F,,49.4,23.2,100.7,4.0,0.9,-2.2,-2.2,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:47:52,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:18,44,F,,49.6,23.2,100.7,4.0,1.0,-1.5,-2.0,1.0,-0.1,0.1,0.1,-0.0,0.4,36.0,00:47:53,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:19,45,F,,49.7,23.2,100.7,4.0,0.7,-2.3,-2.0,1.0,-0.1,0.1,0.1,-0.0,0.4,18.0,00:47:54,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:20,46,F,,49.5,23.2,100.7,4.0,2.0,-2.0,1.9,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:47:55,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:21,47,F,,49.6,23.2,100.7,4.0,1.4,-1.5,2.1,1.0,-0.1,0.1,0.1,-0.0,0.4,72.0,00:47:56,0.0,0.0,0.0,0,N/A,95,0.0,FALSE
3141,00:00:22,48,F,,49.6,23.2,100.7,4.0,0.8,-3.5,-0.9,1.0,-0.1,0.1,0.1,-0.0,0.4,54.0,00:47:57,0.0,0.0,0.0,0,N/A,95,0.0,FALSE
3141,00:00:23,49,F,,49.5,23.2,100.7,4.0,1.2,-1.6,-2.7,1.0,-0.1,0.1,0.1,-0.0,0.4,18.0,00:47:58,0.0,0.0,0.0,0,N/A,95,0.0,FALSE
3141,00:00:24,50,F,,49.6,23.2,100.7,4.0,1.1,-1.0,-2.2,1.0,-0.1,0.1,0.1,-0.0,0.4,54.0,00:47:59,0.0,0.0,0.0,0,N/A,95,0.0,FALSE
3141,00:00:26,51,F,,49.5,23.2,100.7,4.0,0.8,-2.2,-1.7,1.0,-0.1,0.1,0.1,-0.0,0.4,54.0,00:48:01,0.0,0.0,0.0,0,N/A,94,0.0,FALSE
3141,00:00:28,52,F,,49.5,23.2,100.7,4.0,0.7,-2.2,-1.8,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:03,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:29,53,F,,49.6,23.2,100.7,4.0,0.9,-2.3,-1.8,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:04,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:30,54,F,,49.5,23.2,100.7,4.0,0.8,-2.2,-2.0,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:05,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:31,55,F,,49.4,23.2,100.7,4.0,0.7,-2.3,-1.8,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:06,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:32,56,F,,49.1,23.3,100.7,4.0,0.9,-2.3,-1.9,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:07,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:33,57,F,,49.6,23.3,100.7,4.0,0.8,-2.4,-2.0,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:08,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:34,58,F,,49.4,23.3,100.7,4.0,0.6,-2.5,-1.7,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:09,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:35,59,F,,49.4,23.3,100.7,4.0,1.0,-2.3,-2.0,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:10,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:36,60,F,,49.7,23.2,100.7,4.0,0.8,-2.6,-2.0,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:11,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:37,61,F,,49.6,23.3,100.7,4.0,0.9,-2.2,-1.9,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:12,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:38,62,F,,49.5,23.3,100.7,4.0,0.8,-2.2,-1.7,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:13,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:39,63,F,,49.1,23.3,100.7,4.0,0.9,-2.4,-1.8,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:14,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:40,64,F,,49.2,23.3,100.7,4.0,0.8,-2.4,-1.9,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:15,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:41,65,F,,49.3,23.3,100.7,4.0,0.9,-2.3,-1.9,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:48:16,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:42,66,F,,49.8,23.3,100.7,4.0,0.8,-1.9,-1.9,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:17,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:44,67,F,,49.8,23.3,100.7,4.0,0.8,-2.3,-1.8,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:19,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:45,68,F,,49.5,23.3,100.7,4.0,0.7,-2.4,-1.8,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:20,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:46,69,F,,49.6,23.3,100.7,4.0,0.8,-2.5,-1.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:21,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:47,70,F,,49.3,23.3,100.7,4.0,0.5,-3.5,-1.7,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:22,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:48,71,F,,49.4,23.3,100.7,4.0,1.0,-2.1,-1.9,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:23,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:49,72,F,,49.2,23.4,100.7,4.0,0.8,-2.6,-1.5,1.0,-0.1,0.1,0.1,-0.1,0.4,0.0,00:48:24,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:50,73,F,,49.3,23.4,100.7,4.0,0.8,-2.6,-1.9,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:25,0.0,0.0,0.0,0,N/A,97,0.0,FALSE
3141,00:00:51,74,F,,49.2,23.4,100.7,4.0,1.0,-2.3,-1.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:26,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:52,75,F,,49.1,23.4,100.7,4.0,0.7,-1.8,-2.0,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:27,0.0,0.0,0.0,0,N/A,98,0.0,FALSE
3141,00:00:53,76,F,,49.3,23.4,100.7,4.0,1.0,-2.4,-1.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:28,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:00:54,77,F,,49.2,23.4,100.7,4.0,0.8,-2.2,-1.2,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:29,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:00:57,78,F,,49.3,23.4,100.7,4.0,0.9,-2.1,-1.6,1.0,-0.0,-0.0,0.1,-0.1,0.4,0.0,00:48:32,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:00:58,79,F,,49.3,23.4,100.7,4.0,0.8,-2.3,-2.1,1.0,-0.0,-0.0,0.1,-0.1,0.4,0.0,00:48:33,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:00:59,80,F,,49.4,23.4,100.7,4.0,0.7,-2.3,-1.9,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:34,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:00,81,F,,49.3,23.4,100.7,4.0,0.9,-2.1,-2.0,1.0,-0.0,-0.0,0.1,-0.1,0.4,0.0,00:48:35,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:01,82,F,,49.4,23.4,100.7,4.0,1.0,-2.6,-2.7,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:36,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:02,83,F,,49.5,23.4,100.7,4.0,0.9,-2.1,-1.8,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:48:37,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:03,84,F,,49.1,23.4,100.7,4.0,0.9,-1.6,-1.6,1.0,-0.0,-0.0,0.1,-0.1,0.4,0.0,00:48:38,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:04,85,F,,49.2,23.4,100.7,4.0,0.9,-2.3,-1.8,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:48:39,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:05,86,F,,49.3,23.4,100.7,4.0,0.8,-2.6,-2.1,1.0,-0.0,-0.0,0.2,-0.1,0.4,18.0,00:48:40,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:06,87,F,,49.4,23.4,100.7,4.0,1.1,-1.8,-1.4,1.0,-0.0,-0.0,0.1,-0.1,0.4,54.0,00:48:41,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:07,88,F,,49.0,23.4,100.7,4.0,0.8,-2.3,-2.0,1.0,-0.0,-0.0,0.2,-0.1,0.4,18.0,00:48:42,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:08,89,F,,49.2,23.4,100.7,4.0,0.9,-2.2,-1.5,1.0,-0.0,0.0,0.1,-0.1,0.4,36.0,00:48:43,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:09,90,F,,49.3,23.4,100.7,4.0,1.0,-2.2,-1.8,1.0,-0.0,-0.0,0.2,-0.1,0.4,90.0,00:48:44,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:10,91,F,,49.1,23.4,100.7,4.0,1.0,-2.4,-1.9,1.0,-0.0,-0.0,0.2,-0.1,0.4,18.0,00:48:45,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:11,92,F,,49.1,23.4,100.7,4.0,1.5,-2.0,0.6,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:48:46,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:12,93,F,,49.3,23.4,100.7,4.0,1.2,-1.3,-2.6,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:48:47,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:13,94,F,,49.0,23.4,100.7,4.0,0.8,-2.3,-2.2,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:48,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:14,95,F,,48.8,23.4,100.7,4.0,0.8,-1.5,-0.5,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:49,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:16,96,F,,49.0,23.4,100.7,4.0,0.9,-3.7,-2.0,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:51,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:17,97,F,,48.9,23.5,100.7,4.0,0.7,-2.4,-2.4,1.0,-0.0,0.0,0.2,-0.1,0.4,0.0,00:48:52,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:18,98,F,,49.1,23.5,100.7,4.0,0.9,-1.9,-2.4,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:53,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:23,99,F,,49.4,23.5,100.7,4.0,0.8,-2.4,-1.9,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:48:58,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:24,100,F,,49.0,23.5,100.7,4.0,0.9,-2.4,-1.9,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:48:59,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:25,101,F,,48.9,23.5,100.7,4.0,0.9,-2.4,-2.0,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:49:00,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:26,102,F,,49.2,23.5,100.7,4.0,0.8,-2.3,-1.2,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:49:01,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:27,103,F,,49.1,23.5,100.7,4.0,1.0,-1.9,-1.6,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:49:02,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:28,104,F,,49.0,23.5,100.7,4.0,1.0,-2.2,-2.4,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:49:03,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:29,105,F,,49.1,23.5,100.7,4.0,0.7,-2.7,-2.4,1.0,-0.1,-0.1,0.2,-0.1,0.4,0.0,00:49:04,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:30,106,F,,48.9,23.5,100.7,4.0,0.8,-2.4,-1.5,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:05,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:31,107,F,,48.7,23.6,100.7,4.0,0.9,-2.2,-1.8,1.0,-0.1,-0.0,0.1,-0.1,0.4,0.0,00:49:06,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:32,108,F,,48.9,23.6,100.7,4.0,0.9,-2.3,-1.6,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:07,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:33,109,F,,48.8,23.6,100.7,4.0,0.6,-2.9,-2.4,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:08,0.0,0.0,0.0,0,N/A,99,0.0,FALSE
3141,00:01:34,110,F,,49.1,23.5,100.7,4.0,0.9,-2.4,-2.1,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:09,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:35,111,F,,48.9,23.6,100.7,4.0,1.0,-2.3,-1.8,1.0,-0.1,0.0,0.1,-0.1,0.4,0.0,00:49:10,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:36,112,F,,49.2,23.6,100.7,4.0,0.9,-2.2,-2.0,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:11,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:37,113,F,,49.1,23.6,100.7,4.0,0.9,-2.1,-2.1,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:12,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:38,114,F,,49.0,23.6,100.7,4.0,0.9,-2.1,-1.7,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:13,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:39,115,F,,49.1,23.6,100.7,4.0,1.0,-2.5,-2.2,1.0,-0.1,0.0,0.2,-0.1,0.4,0.0,00:49:14,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:40,116,F,,49.0,23.6,100.7,4.0,0.9,-2.2,-2.1,1.0,-0.1,-0.0,0.2,-0.1,0.4,0.0,00:49:15,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:41,117,F,,49.0,23.6,100.7,4.0,1.0,-2.6,-2.0,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:49:16,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:42,118,F,,48.9,23.6,100.7,4.0,0.8,-2.4,-1.6,1.0,-0.0,-0.1,0.2,-0.1,0.4,0.0,00:49:17,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:43,119,F,,49.1,23.6,100.7,4.0,0.9,-2.4,-1.7,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:49:18,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:44,120,F,,48.9,23.6,100.7,4.0,1.1,-2.3,-2.1,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:49:19,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:45,121,F,,49.0,23.6,100.7,4.0,0.8,-2.3,-1.8,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:49:20,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
3141,00:01:46,122,F,,48.7,23.6,100.7,4.0,0.8,-2.1,-1.9,1.0,-0.0,-0.0,0.2,-0.1,0.4,0.0,00:49:21,0.0,0.0,0.0,0,N/A,100,0.0,FALSE
