TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,HEADING,MAX_ALTITUDE,PAYLOAD_RELEASED
3141,00:00:01,1,F,,49.4,23.1,100.7,4.0,0.9,-2.5,-2.0,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:00:00,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:02,2,F,,49.0,23.1,100.7,4.0,0.0,-4.0,-3.2,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:00:00,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:03,3,F,,49.6,23.1,100.7,4.0,1.0,-2.2,-1.9,1.0,-0.0,0.1,0.1,-0.0,0.4,18.0,00:46:49,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:04,4,F,,49.6,23.1,100.7,4.0,1.2,-1.5,-3.1,1.0,-0.1,0.1,0.1,-0.0,0.4,36.0,00:46:51,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:05,5,F,,49.6,23.1,100.7,4.0,0.8,-2.3,-1.7,1.0,-0.1,0.1,0.1,-0.0,0.4,0.0,00:46:53,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:06,6,F,,49.5,23.1,100.7,4.0,0.9,-2.4,-1.8,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:46:54,0.0,0.0,0.0,0,N/A,96,0.0,FALSE
3141,00:00:07,7,F,,49.8,23.1,100.7,3.6,1.0,-2.4,-1.8,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:46:55,0.0,0.0,0.0,0,MECPAYLOADON,95,0.0,TRUE
3141,00:00:08,8,F,,50.3,23.1,100.7,3.7,0.9,-1.9,-2.9,1.0,-0.0,0.0,0.1,-0.0,0.4,0.0,00:46:56,0.0,0.0,0.0,0,MECPAYLOADON,95,0.0,TRUE
3141,00:00:09,9,F,,50.4,23.1,100.7,3.7,0.9,-2.4,-2.4,1.0,-0.1,0.0,0.1,-0.0,0.4,0.0,00:46:57,0.0,0.0,0.0,0,MECPAYLOADON,95,0.0,TRUE
3141,00:00:10,10,F,,49.9,23.1,100.7,3.7,0.9,-2.7,-1.8,1.0,-0.0,0.1,0.1,-0.0,0.4,0.0,00:46:58,0.0,0.0,0.0,0,MECPAYLOADON,96,0.0,TRUE
