TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,HEADING,MAX_ALTITUDE,PAYLOAD_RELEASED
3141,09:06:45,1,F,LAUNCH_PAD,-12.5,19.8,101.1,4.1,-21.0,-1.7,-185.0,-0.4,-0.4,-0.0,-0.7,0.1,0.2,18.0,00:00:00,0.0,0.0,0.0,0,N/A,62,44295.7,FALSE
3141,09:06:46,2,F,LAUNCH_PAD,-12.5,19.8,101.1,4.1,12.9,-19.0,84.0,1.0,0.1,-0.2,-0.1,0.1,0.4,0.0,00:00:00,0.0,0.0,0.0,0,N/A,71,44295.7,FALSE
3141,09:06:47,3,F,LAUNCH_PAD,-12.5,19.8,101.1,4.1,-6.3,-66.7,57.8,1.2,-0.1,0.0,-0.1,0.3,0.4,0.0,19:27:09,0.0,0.0,0.0,0,N/A,55,44295.7,FALSE
3141,09:06:48,4,F,LAUNCH_PAD,-12.2,19.8,101.1,4.1,-34.1,6.1,-24.2,1.0,-0.3,0.2,-0.2,0.2,0.5,0.0,19:27:11,0.0,0.0,0.0,0,N/A,69,44295.7,FALSE
3141,09:06:49,5,F,LAUNCH_PAD,-12.6,19.8,101.1,4.1,-49.5,13.0,-84.3,1.0,0.1,-0.0,-0.1,0.2,0.4,0.0,19:27:13,0.0,0.0,0.0,0,N/A,66,44295.7,FALSE
3141,09:06:50,6,F,LAUNCH_PAD,-12.7,19.9,101.1,4.1,-56.0,3.6,-17.3,1.0,0.5,-0.0,-0.1,-0.0,0.4,0.0,19:27:15,0.0,0.0,0.0,0,N/A,90,44295.7,FALSE
3141,09:06:51,7,F,LAUNCH_PAD,-12.7,19.8,101.1,4.1,43.6,-21.7,-138.5,0.7,0.7,0.1,-0.1,-0.1,0.3,0.0,19:27:16,0.0,0.0,0.0,0,N/A,106,44295.7,FALSE
3141,09:06:52,8,F,LAUNCH_PAD,-12.4,19.8,101.1,4.1,19.6,23.2,7.3,0.6,0.7,0.3,-0.1,-0.0,0.1,0.0,19:27:17,0.0,0.0,0.0,0,N/A,132,44295.7,FALSE
3141,09:06:53,9,F,LAUNCH_PAD,-12.4,19.8,101.1,4.1,161.8,125.1,-11.2,0.3,1.0,-0.0,-0.1,0.1,0.1,0.0,19:27:18,0.0,0.0,0.0,0,N/A,54,44295.7,FALSE
3141,09:06:54,10,F,LAUNCH_PAD,-12.3,19.8,101.1,4.1,-206.7,-50.8,51.1,-0.2,0.4,-0.9,-0.2,-0.2,0.2,0.0,19:27:19,0.0,0.0,0.0,0,N/A,138,44295.7,FALSE
3141,09:06:55,11,F,LAUNCH_PAD,-12.6,19.9,101.1,4.1,49.6,-250.1,-76.5,0.2,-0.0,-0.7,-0.2,-0.0,0.5,0.0,19:27:20,0.0,0.0,0.0,0,N/A,91,44295.7,FALSE
3141,09:06:56,12,F,LAUNCH_PAD,-12.6,19.9,101.1,4.1,74.2,52.9,-5.5,0.9,0.1,0.6,-0.1,0.2,0.4,0.0,19:27:21,0.0,0.0,0.0,0,N/A,64,44295.7,FALSE
3141,09:06:57,13,F,LAUNCH_PAD,-12.8,19.9,101.1,4.1,-13.2,-11.0,4.5,1.0,0.3,0.2,-0.1,0.2,0.4,0.0,19:27:22,0.0,0.0,0.0,0,N/A,61,44295.7,FALSE
3141,09:06:58,14,F,LAUNCH_PAD,-12.4,19.8,101.1,4.1,-20.3,-17.6,12.0,0.7,-0.4,-0.2,-0.3,0.0,0.5,0.0,19:27:23,0.0,0.0,0.0,0,N/A,85,44295.7,FALSE
3141,09:06:59,15,F,LAUNCH_PAD,-12.2,19.9,101.1,4.1,23.5,-123.5,-33.4,0.4,-0.5,-0.5,-0.4,-0.0,0.4,0.0,19:27:24,0.0,0.0,0.0,0,N/A,96,44295.7,FALSE
3141,09:07:00,16,F,LAUNCH_PAD,-12.7,19.9,101.1,4.1,-29.2,-51.1,0.0,1.0,0.3,0.0,-0.1,0.2,0.3,0.0,19:27:25,0.0,0.0,0.0,0,N/A,62,44295.7,FALSE
3141,09:07:01,17,F,LAUNCH_PAD,-13.0,19.9,101.1,4.1,2.3,37.8,147.3,1.0,0.3,0.1,-0.1,0.3,0.3,0.0,19:27:26,0.0,0.0,0.0,0,N/A,50,44295.7,FALSE
3141,09:07:02,18,F,LAUNCH_PAD,-12.5,19.9,101.1,4.1,44.9,-62.3,90.1,1.0,0.1,0.0,-0.1,0.3,0.4,0.0,19:27:26,0.0,0.0,0.0,0,N/A,53,44295.7,FALSE
3141,09:07:03,19,F,LAUNCH_PAD,-13.1,19.9,101.1,4.1,16.5,-41.8,47.9,1.0,-0.3,-0.2,-0.1,0.3,0.4,0.0,19:27:26,0.0,0.0,0.0,0,N/A,54,44295.7,FALSE
3141,09:07:04,20,F,LAUNCH_PAD,-13.5,19.9,101.1,4.1,1.9,6.5,-2.4,1.1,-0.1,-0.0,0.8,-0.2,1.2,0.0,19:27:26,0.0,0.0,0.0,0,N/A,100,44295.7,FALSE
